
✅ hippocampus_389.nii.gz: img max=1.0000, lbl sum=4131
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 33. Data shape torch.Size([8, 1, 64, 64]) Loss 6.494679837487638e-06
Batch 33 Loss 6.494679837487638e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 34. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004144627600908279
Batch 34 Loss 0.004144627600908279
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 35. Data shape torch.Size([8, 1, 64, 64]) Loss 1.7420097719877958e-07
Batch 35 Loss 1.7420097719877958e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 36. Data shape torch.Size([8, 1, 64, 64]) Loss 1.7957718227989972e-06
Batch 36 Loss 1.7957718227989972e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 37. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0015127413207665086
Batch 37 Loss 0.0015127413207665086
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 38. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006255757063627243
Batch 38 Loss 0.006255757063627243
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 39. Data shape torch.Size([8, 1, 64, 64]) Loss 1.4333854778669775e-06
Batch 39 Loss 1.4333854778669775e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 40. Data shape torch.Size([8, 1, 64, 64]) Loss 4.308822099119425e-08
Batch 40 Loss 4.308822099119425e-08
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 41. Data shape torch.Size([8, 1, 64, 64]) Loss 2.9870716389268637e-07
Batch 41 Loss 2.9870716389268637e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 42. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002214105101302266
Batch 42 Loss 0.002214105101302266
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 43. Data shape torch.Size([8, 1, 64, 64]) Loss 8.249298844020814e-06
Batch 43 Loss 8.249298844020814e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 44. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0029943312983959913
Batch 44 Loss 0.0029943312983959913
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 45. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006623092573136091
Batch 45 Loss 0.006623092573136091
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 46. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004288847092539072
Batch 46 Loss 0.004288847092539072
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 47. Data shape torch.Size([8, 1, 64, 64]) Loss 1.66997779160738e-07
Batch 47 Loss 1.66997779160738e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 48. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008912504650652409
Batch 48 Loss 0.008912504650652409
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 49. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0022954060696065426
Batch 49 Loss 0.0022954060696065426
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 50. Data shape torch.Size([8, 1, 64, 64]) Loss 1.0011717677116394e-07
Batch 50 Loss 1.0011717677116394e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 51. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004212993662804365
Batch 51 Loss 0.004212993662804365
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 52. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004617712460458279
Batch 52 Loss 0.004617712460458279
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 53. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008347563445568085
Batch 53 Loss 0.008347563445568085
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 54. Data shape torch.Size([8, 1, 64, 64]) Loss 4.812311090063304e-06
Batch 54 Loss 4.812311090063304e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 55. Data shape torch.Size([8, 1, 64, 64]) Loss 6.02740328758955e-08
Batch 55 Loss 6.02740328758955e-08
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 56. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00391407823190093
Batch 56 Loss 0.00391407823190093
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 57. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0045686159282922745
Batch 57 Loss 0.0045686159282922745
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 58. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0032261349260807037
Batch 58 Loss 0.0032261349260807037
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 59. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00010513724555494264
Batch 59 Loss 0.00010513724555494264
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 60. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0062243021093308926
Batch 60 Loss 0.0062243021093308926
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 61. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00565230892971158
Batch 61 Loss 0.00565230892971158
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 62. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00662989029660821
Batch 62 Loss 0.00662989029660821
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 63. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0013477886095643044
Batch 63 Loss 0.0013477886095643044
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 64. Data shape torch.Size([8, 1, 64, 64]) Loss 1.5756813809275627e-07
Batch 64 Loss 1.5756813809275627e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 65. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007198491599410772
Batch 65 Loss 0.007198491599410772
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 66. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00014901479880791157
Batch 66 Loss 0.00014901479880791157
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 67. Data shape torch.Size([8, 1, 64, 64]) Loss 1.0133371688425541e-05
Batch 67 Loss 1.0133371688425541e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 68. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00844535231590271
Batch 68 Loss 0.00844535231590271
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 69. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002929752692580223
Batch 69 Loss 0.002929752692580223
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 70. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005078094080090523
Batch 70 Loss 0.005078094080090523
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 71. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0047795698046684265
Batch 71 Loss 0.0047795698046684265
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 72. Data shape torch.Size([8, 1, 64, 64]) Loss 2.6293419068679214e-06
Batch 72 Loss 2.6293419068679214e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 73. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002178704831749201
Batch 73 Loss 0.002178704831749201
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 74. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0003659093054011464
Batch 74 Loss 0.0003659093054011464
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 75. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004571079276502132
Batch 75 Loss 0.004571079276502132
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 76. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008289516903460026
Batch 76 Loss 0.008289516903460026
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 77. Data shape torch.Size([8, 1, 64, 64]) Loss 4.244793672114611e-08
Batch 77 Loss 4.244793672114611e-08
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 78. Data shape torch.Size([8, 1, 64, 64]) Loss 1.8706487026065588e-07
Batch 78 Loss 1.8706487026065588e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 79. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007436342071741819
Batch 79 Loss 0.007436342071741819
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 80. Data shape torch.Size([8, 1, 64, 64]) Loss 2.1919720893492922e-05
Batch 80 Loss 2.1919720893492922e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 81. Data shape torch.Size([8, 1, 64, 64]) Loss 1.3767923519480973e-05
Batch 81 Loss 1.3767923519480973e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 82. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00021457117691170424
Batch 82 Loss 0.00021457117691170424
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 83. Data shape torch.Size([8, 1, 64, 64]) Loss 9.690120350569487e-08
Batch 83 Loss 9.690120350569487e-08
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 84. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008479255251586437
Batch 84 Loss 0.008479255251586437
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 85. Data shape torch.Size([8, 1, 64, 64]) Loss 1.5606347005814314e-06
Batch 85 Loss 1.5606347005814314e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 86. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00017312057025264949
Batch 86 Loss 0.00017312057025264949
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 87. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0033046926837414503
Batch 87 Loss 0.0033046926837414503
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 88. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005056076683104038
Batch 88 Loss 0.005056076683104038
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 89. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0024532389361411333
Batch 89 Loss 0.0024532389361411333
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 90. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0009643227676860988
Batch 90 Loss 0.0009643227676860988
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 91. Data shape torch.Size([8, 1, 64, 64]) Loss 1.5176919987425208e-06
Batch 91 Loss 1.5176919987425208e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 92. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002201049355790019
Batch 92 Loss 0.002201049355790019
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 93. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004941408056765795
Batch 93 Loss 0.004941408056765795
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 94. Data shape torch.Size([8, 1, 64, 64]) Loss 7.994822226464748e-08
Batch 94 Loss 7.994822226464748e-08
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 95. Data shape torch.Size([8, 1, 64, 64]) Loss 8.947972673922777e-08
Batch 95 Loss 8.947972673922777e-08
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 96. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003594681154936552
Batch 96 Loss 0.003594681154936552
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 97. Data shape torch.Size([8, 1, 64, 64]) Loss 5.698093445971608e-07
Batch 97 Loss 5.698093445971608e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 98. Data shape torch.Size([8, 1, 64, 64]) Loss 9.117371519096196e-06
Batch 98 Loss 9.117371519096196e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 99. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0028236201032996178
Batch 99 Loss 0.0028236201032996178
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 100. Data shape torch.Size([8, 1, 64, 64]) Loss 1.3554163160733879e-06
Batch 100 Loss 1.3554163160733879e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 101. Data shape torch.Size([8, 1, 64, 64]) Loss 2.8054739232175052e-05
Batch 101 Loss 2.8054739232175052e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 102. Data shape torch.Size([8, 1, 64, 64]) Loss 1.1587690096348524e-07
Batch 102 Loss 1.1587690096348524e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 103. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008013990707695484
Batch 103 Loss 0.008013990707695484
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 104. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005788456182926893
Batch 104 Loss 0.005788456182926893
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 105. Data shape torch.Size([8, 1, 64, 64]) Loss 0.009495559148490429
Batch 105 Loss 0.009495559148490429
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 106. Data shape torch.Size([8, 1, 64, 64]) Loss 9.646173566579819e-07
Batch 106 Loss 9.646173566579819e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 107. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003677224274724722
Batch 107 Loss 0.003677224274724722
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 108. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0019891688134521246
Batch 108 Loss 0.0019891688134521246
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 109. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0002655558637343347
Batch 109 Loss 0.0002655558637343347
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 110. Data shape torch.Size([8, 1, 64, 64]) Loss 8.541827264707536e-05
Batch 110 Loss 8.541827264707536e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 111. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00042366847628727555
Batch 111 Loss 0.00042366847628727555
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 112. Data shape torch.Size([8, 1, 64, 64]) Loss 1.415853330399841e-05
Batch 112 Loss 1.415853330399841e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 113. Data shape torch.Size([8, 1, 64, 64]) Loss 3.7491554394364357e-07
Batch 113 Loss 3.7491554394364357e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Validation complete
Training epoch 14...

Epoch: 14 Train loss: 5.572386726271361e-06, 0.1% complete
..........
Epoch: 14 Train loss: 8.830465958453715e-07, 1.2% complete
..........
Epoch: 14 Train loss: 0.005964531097561121, 2.3% complete
..........
Epoch: 14 Train loss: 2.780592330964282e-05, 3.4% complete
..........
Epoch: 14 Train loss: 0.0016248711617663503, 4.4% complete
..........
Epoch: 14 Train loss: 1.0774238035082817e-07, 5.5% complete
..........
Epoch: 14 Train loss: 5.164765752851963e-07, 6.6% complete
..........
Epoch: 14 Train loss: 0.001614636741578579, 7.7% complete
..........
Epoch: 14 Train loss: 0.0049817063845694065, 8.8% complete
..........
Epoch: 14 Train loss: 8.437495853286237e-05, 9.9% complete
..........
Epoch: 14 Train loss: 0.003646932076662779, 11.0% complete
..........
Epoch: 14 Train loss: 0.004353825002908707, 12.0% complete
..........
Epoch: 14 Train loss: 2.6254565455019474e-07, 13.1% complete
..........
Epoch: 14 Train loss: 0.0034200805239379406, 14.2% complete
..........
Epoch: 14 Train loss: 0.003170635551214218, 15.3% complete
..........
Epoch: 14 Train loss: 0.0023402036167681217, 16.4% complete
..........
Epoch: 14 Train loss: 1.2705480912700295e-05, 17.5% complete
..........
Epoch: 14 Train loss: 3.77932155970484e-06, 18.5% complete
..........
Epoch: 14 Train loss: 6.694455805700272e-06, 19.6% complete
..........
Epoch: 14 Train loss: 0.002551525365561247, 20.7% complete
..........
Epoch: 14 Train loss: 0.006267774384468794, 21.8% complete
..........
Epoch: 14 Train loss: 0.0027070653159171343, 22.9% complete
..........
Epoch: 14 Train loss: 0.0021692770533263683, 24.0% complete
..........
Epoch: 14 Train loss: 8.342129876837134e-05, 25.1% complete
..........
Epoch: 14 Train loss: 0.0024139664601534605, 26.1% complete
..........
Epoch: 14 Train loss: 0.002609986113384366, 27.2% complete
..........
Epoch: 14 Train loss: 0.004318980500102043, 28.3% complete
..........
Epoch: 14 Train loss: 0.005293154623359442, 29.4% complete
..........
Epoch: 14 Train loss: 0.0025423839688301086, 30.5% complete
..........
Epoch: 14 Train loss: 0.0006756657385267317, 31.6% complete
..........
Epoch: 14 Train loss: 0.004925878718495369, 32.6% complete
..........
Epoch: 14 Train loss: 0.0017352876020595431, 33.7% complete
..........
Epoch: 14 Train loss: 0.00014106208982411772, 34.8% complete
..........
Epoch: 14 Train loss: 0.004241420421749353, 35.9% complete
..........
Epoch: 14 Train loss: 0.007810680661350489, 37.0% complete
..........
Epoch: 14 Train loss: 0.00429152138531208, 38.1% complete
..........
Epoch: 14 Train loss: 2.6507674192544073e-05, 39.2% complete
..........
Epoch: 14 Train loss: 0.005502038169652224, 40.2% complete
..........
Epoch: 14 Train loss: 5.307854735292494e-06, 41.3% complete
..........
Epoch: 14 Train loss: 3.459621802903712e-05, 42.4% complete
..........
Epoch: 14 Train loss: 0.004854490049183369, 43.5% complete
..........
Epoch: 14 Train loss: 0.0018542129546403885, 44.6% complete
..........
Epoch: 14 Train loss: 0.004813149105757475, 45.7% complete
..........
Epoch: 14 Train loss: 2.8297436074353755e-05, 46.7% complete
..........
Epoch: 14 Train loss: 0.010249455459415913, 47.8% complete
..........
Epoch: 14 Train loss: 2.3421962396241724e-05, 48.9% complete
..........
Epoch: 14 Train loss: 0.003606838174164295, 50.0% complete
..........
Epoch: 14 Train loss: 0.005693035200238228, 51.1% complete
..........
Epoch: 14 Train loss: 0.00014999654376879334, 52.2% complete
..........
Epoch: 14 Train loss: 0.0038683973252773285, 53.3% complete
..........
Epoch: 14 Train loss: 0.007838230580091476, 54.3% complete
..........
Epoch: 14 Train loss: 0.003407566575333476, 55.4% complete
..........
Epoch: 14 Train loss: 0.0038512214086949825, 56.5% complete
..........
Epoch: 14 Train loss: 7.92085484135896e-06, 57.6% complete
..........
Epoch: 14 Train loss: 0.00035520741948857903, 58.7% complete
..........
Epoch: 14 Train loss: 0.005855831317603588, 59.8% complete
..........
Epoch: 14 Train loss: 0.003814938012510538, 60.8% complete
..........
Epoch: 14 Train loss: 0.00505263963714242, 61.9% complete
..........
Epoch: 14 Train loss: 0.0027608200907707214, 63.0% complete
..........
Epoch: 14 Train loss: 0.006944504100829363, 64.1% complete
..........
Epoch: 14 Train loss: 5.871625035069883e-06, 65.2% complete
..........
Epoch: 14 Train loss: 0.005535278003662825, 66.3% complete
..........
Epoch: 14 Train loss: 5.153357778908685e-05, 67.4% complete
..........
Epoch: 14 Train loss: 0.00020602978474926203, 68.4% complete
..........
Epoch: 14 Train loss: 0.0015754339983686805, 69.5% complete
..........
Epoch: 14 Train loss: 2.9237999115139246e-05, 70.6% complete
..........
Epoch: 14 Train loss: 0.007940839976072311, 71.7% complete
..........
Epoch: 14 Train loss: 4.688954504672438e-06, 72.8% complete
..........
Epoch: 14 Train loss: 0.0038932599127292633, 73.9% complete
..........
Epoch: 14 Train loss: 0.0049495031125843525, 74.9% complete
..........
Epoch: 14 Train loss: 1.0390598617959768e-05, 76.0% complete
..........
Epoch: 14 Train loss: 0.0013119375798851252, 77.1% complete
..........
Epoch: 14 Train loss: 0.003255276009440422, 78.2% complete
..........
Epoch: 14 Train loss: 0.003969014622271061, 79.3% complete
..........
Epoch: 14 Train loss: 4.824229108635336e-05, 80.4% complete
..........
Epoch: 14 Train loss: 0.005178345832973719, 81.5% complete
..........
Epoch: 14 Train loss: 0.005933801643550396, 82.5% complete
..........
Epoch: 14 Train loss: 0.002001919550821185, 83.6% complete
..........
Epoch: 14 Train loss: 0.0011953397188335657, 84.7% complete
..........
Epoch: 14 Train loss: 1.091633748728782e-05, 85.8% complete
..........
Epoch: 14 Train loss: 0.00041033729212358594, 86.9% complete
..........
Epoch: 14 Train loss: 2.9672373784705997e-06, 88.0% complete
..........
Epoch: 14 Train loss: 0.00304613565094769, 89.0% complete
..........
Epoch: 14 Train loss: 0.007040480617433786, 90.1% complete
..........
Epoch: 14 Train loss: 0.0042304834350943565, 91.2% complete
..........
Epoch: 14 Train loss: 0.008557053282856941, 92.3% complete
..........
Epoch: 14 Train loss: 2.0917272195219994e-05, 93.4% complete
..........
Epoch: 14 Train loss: 1.3850840332452208e-05, 94.5% complete
..........
Epoch: 14 Train loss: 5.8815858210437e-06, 95.6% complete
..........
Epoch: 14 Train loss: 0.001053659594617784, 96.6% complete
..........
Epoch: 14 Train loss: 0.006817779969424009, 97.7% complete
..........
Epoch: 14 Train loss: 0.005502166226506233, 98.8% complete
..........
Epoch: 14 Train loss: 2.0731939002871513e-05, 99.9% complete
..
Training complete
Validating epoch 14...
Batch 0. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007868376560509205
Batch 0 Loss 0.007868376560509205
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 1. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004224664531648159
Batch 1 Loss 0.004224664531648159
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 2. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004974424839019775
Batch 2 Loss 0.004974424839019775
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 3. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00264847744256258
Batch 3 Loss 0.00264847744256258
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 4. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004947415553033352
Batch 4 Loss 0.004947415553033352
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 5. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0027706208638846874
Batch 5 Loss 0.0027706208638846874
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 6. Data shape torch.Size([8, 1, 64, 64]) Loss 1.8739352526608855e-05
Batch 6 Loss 1.8739352526608855e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 7. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004758443683385849
Batch 7 Loss 0.004758443683385849
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 8. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0018208574037998915
Batch 8 Loss 0.0018208574037998915
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 9. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0018891911022365093
Batch 9 Loss 0.0018891911022365093
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 10. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0050840978510677814
Batch 10 Loss 0.0050840978510677814
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 11. Data shape torch.Size([8, 1, 64, 64]) Loss 0.001807462191209197
Batch 11 Loss 0.001807462191209197
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 12. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004960394464433193
Batch 12 Loss 0.004960394464433193
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 13. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00039799773367121816
Batch 13 Loss 0.00039799773367121816
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 14. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0002492420026101172
Batch 14 Loss 0.0002492420026101172
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 15. Data shape torch.Size([8, 1, 64, 64]) Loss 3.786262823268771e-07
Batch 15 Loss 3.786262823268771e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 16. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004407399799674749
Batch 16 Loss 0.004407399799674749
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 17. Data shape torch.Size([8, 1, 64, 64]) Loss 9.896612027660012e-07
Batch 17 Loss 9.896612027660012e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 18. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004796147346496582
Batch 18 Loss 0.004796147346496582
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 19. Data shape torch.Size([8, 1, 64, 64]) Loss 7.243673462653533e-05
Batch 19 Loss 7.243673462653533e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 20. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0001971411402337253
Batch 20 Loss 0.0001971411402337253
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 21. Data shape torch.Size([8, 1, 64, 64]) Loss 5.526827953872271e-05
Batch 21 Loss 5.526827953872271e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 22. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0037083900533616543
Batch 22 Loss 0.0037083900533616543
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 23. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005439397878944874
Batch 23 Loss 0.005439397878944874
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 24. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003052826039493084
Batch 24 Loss 0.003052826039493084
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 25. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00149821606464684
Batch 25 Loss 0.00149821606464684
target unique values: [0 2]
prediction softmax sample: [1. 0. 0.]
Batch 26. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005663653835654259
Batch 26 Loss 0.005663653835654259
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 27. Data shape torch.Size([8, 1, 64, 64]) Loss 4.082598024979234e-05
Batch 27 Loss 4.082598024979234e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 28. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0015064147301018238
Batch 28 Loss 0.0015064147301018238
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 29. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004250293131917715
Batch 29 Loss 0.004250293131917715
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 30. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0010463546495884657
Batch 30 Loss 0.0010463546495884657
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 31. Data shape torch.Size([8, 1, 64, 64]) Loss 4.214016371406615e-06
Batch 31 Loss 4.214016371406615e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 32. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0018260888755321503
Batch 32 Loss 0.0018260888755321503
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
